,r1,r2,p1,p2,gesture
0,14,-47,-23,-2,1
1,14,-47,-23,-1,1
2,14,-48,-23,-1,1
3,14,-48,-24,-1,1
4,14,-49,-24,-1,1
5,14,-50,-24,-1,1
6,13,-50,-25,0,1
7,12,-50,-25,0,1
8,26,-31,-21,-4,1
9,26,-31,-21,-2,1
10,26,-29,-23,-1,1
11,27,-28,-23,0,1
12,27,-27,-24,0,1
13,27,-27,-24,1,1
14,28,-26,-25,1,1
15,29,-25,-25,2,1
16,29,-25,-26,3,1
17,29,-25,-26,4,1
18,29,-24,-27,4,1
19,30,-24,-28,5,1
