,r1,r2,p1,p2,gesture
0,28,-41,-20,1,1
1,28,-42,-20,1,1
2,28,-42,-20,1,1
3,28,-42,-20,1,1
4,28,-43,-20,1,1
5,27,-43,-21,1,1
6,26,-44,-22,2,1
7,41,-44,-33,4,1
8,39,-25,-31,3,1
9,37,-28,-32,7,1
10,37,-28,-33,8,1
11,37,-28,-33,8,1
12,37,-28,-33,9,1
13,38,-28,-34,10,1
14,37,-28,-34,11,1
15,37,-29,-35,11,1
16,36,-30,-35,12,1
17,36,-29,-36,13,1
