,r1,r2,p1,p2,gesture
100,19,-47,-20,-3,1
101,19,-47,-20,-3,1
102,19,-47,-20,-2,1
103,19,-47,-20,-2,1
104,19,-48,-20,-2,1
105,18,-48,-20,-1,1
106,18,-48,-18,0,1
107,20,-43,-17,0,1
108,12,-23,-28,9,1
109,13,-24,-33,14,1
110,15,-21,-33,15,1
111,16,-21,-33,15,1
112,17,-21,-33,16,1
113,19,-20,-33,16,1
114,20,-20,-33,16,1
115,20,-19,-33,17,1
116,21,-18,-33,17,1
117,22,-17,-33,17,1
118,23,-17,-33,17,1
119,24,-17,-33,17,1
120,25,-16,-33,17,1
121,25,-16,-33,18,1
