,r1,r2,p1,p2,gesture
100,22,-41,-16,0,1
101,22,-41,-16,0,1
102,22,-42,-16,0,1
103,21,-42,-17,0,1
104,20,-43,-17,0,1
105,19,-45,-18,0,1
106,17,-47,-18,1,1
107,16,-48,-17,2,1
108,14,-46,-17,4,1
109,26,-33,-34,-2,1
110,25,-36,-33,2,1
111,27,-34,-33,3,1
112,27,-34,-33,5,1
113,28,-32,-33,5,1
114,28,-32,-33,6,1
115,29,-31,-33,6,1
116,29,-30,-33,7,1
117,30,-29,-33,8,1
118,30,-28,-33,8,1
119,31,-27,-33,9,1
120,31,-27,-34,9,1
121,32,-26,-34,10,1
122,32,-25,-34,10,1
