,r1,r2,p1,p2,gesture
58,19.0,-41.0,-57.0,-30.0,0.0
59,19.0,-41.0,-57.0,-30.0,0.0
60,19.0,-41.0,-58.0,-30.0,0.0
61,20.0,-41.0,-58.0,-30.0,0.0
62,20.0,-41.0,-58.0,-30.0,0.0
63,20.0,-41.0,-58.0,-30.0,0.0
64,20.0,-41.0,-58.0,-30.0,0.0
65,20.0,-42.0,-59.0,-31.0,0.0
66,20.0,-42.0,-59.0,-31.0,0.0
67,20.0,-42.0,-59.0,-31.0,0.0
68,20.0,-42.0,-59.0,-31.0,0.0
69,20.0,-42.0,-59.0,-31.0,0.0
70,20.0,-42.0,-59.0,-31.0,0.0
71,20.0,-42.0,-60.0,-31.0,0.0
72,20.0,-42.0,-60.0,-31.0,0.0
73,20.0,-42.0,-60.0,-31.0,0.0
74,20.0,-42.0,-60.0,-31.0,0.0
75,24.0,-41.0,-61.0,-31.0,0.0
76,26.0,-39.0,-61.0,-31.0,0.0
77,26.0,-39.0,-59.0,-28.0,0.0
78,23.0,-42.0,-56.0,-25.0,0.0
79,20.0,-44.0,-53.0,-22.0,0.0
80,20.0,-44.0,-51.0,-19.0,0.0
81,21.0,-44.0,-49.0,-17.0,0.0
82,25.0,-42.0,-47.0,-17.0,0.0
83,28.0,-41.0,-42.0,-17.0,0.0
84,33.0,-38.0,-39.0,-15.0,0.0
85,37.0,-38.0,-39.0,-15.0,0.0
86,36.0,-41.0,-45.0,-16.0,0.0
87,33.0,-43.0,-47.0,-16.0,0.0
88,34.0,-44.0,-47.0,-15.0,0.0
89,33.0,-45.0,-47.0,-13.0,0.0
90,31.0,-48.0,-46.0,-10.0,0.0
91,27.0,-51.0,-47.0,-7.0,0.0
92,24.0,-55.0,-48.0,-4.0,0.0
93,22.0,-58.0,-48.0,-1.0,0.0
94,21.0,-60.0,-48.0,1.0,0.0
95,19.0,-63.0,-47.0,3.0,0.0
96,19.0,-64.0,-46.0,4.0,0.0
97,19.0,-64.0,-44.0,4.0,0.0
98,20.0,-64.0,-43.0,4.0,0.0
99,22.0,-63.0,-41.0,4.0,0.0
100,26.0,-60.0,-41.0,5.0,0.0
101,29.0,-58.0,-39.0,4.0,0.0
102,32.0,-56.0,-38.0,5.0,0.0
103,36.0,-53.0,-38.0,7.0,0.0
104,39.0,-50.0,-37.0,8.0,0.0
105,41.0,-49.0,-36.0,9.0,0.0
106,41.0,-51.0,-34.0,9.0,0.0
107,38.0,-55.0,-31.0,8.0,0.0
108,36.0,-59.0,-30.0,7.0,0.0
109,33.0,-63.0,-29.0,8.0,0.0
110,30.0,-67.0,-28.0,9.0,0.0
111,28.0,-69.0,-27.0,10.0,0.0
112,26.0,-71.0,-27.0,11.0,0.0
113,24.0,-73.0,-26.0,11.0,0.0
114,22.0,-74.0,-25.0,11.0,0.0
115,21.0,-74.0,-24.0,11.0,0.0
116,22.0,-73.0,-24.0,11.0,0.0
117,23.0,-72.0,-24.0,10.0,0.0
118,24.0,-72.0,-23.0,9.0,0.0
119,24.0,-72.0,-23.0,9.0,0.0
120,24.0,-72.0,-22.0,9.0,0.0
121,23.0,-72.0,-22.0,9.0,0.0
122,23.0,-72.0,-22.0,8.0,0.0
123,24.0,-72.0,-21.0,8.0,0.0
124,24.0,-72.0,-21.0,7.0,0.0
125,24.0,-72.0,-21.0,7.0,0.0
126,25.0,-72.0,-21.0,7.0,0.0
127,25.0,-72.0,-21.0,6.0,0.0
128,25.0,-72.0,-20.0,6.0,0.0
129,26.0,-73.0,-20.0,6.0,0.0
130,26.0,-73.0,-20.0,5.0,0.0
131,26.0,-73.0,-20.0,5.0,0.0
132,27.0,-73.0,-19.0,5.0,0.0
133,27.0,-73.0,-19.0,5.0,0.0
134,27.0,-73.0,-19.0,5.0,0.0
135,27.0,-74.0,-19.0,5.0,0.0
136,28.0,-74.0,-18.0,5.0,0.0
137,28.0,-74.0,-18.0,4.0,0.0
138,28.0,-74.0,-18.0,5.0,0.0
139,28.0,-75.0,-18.0,5.0,0.0
140,28.0,-75.0,-17.0,5.0,0.0
141,28.0,-76.0,-17.0,5.0,0.0
142,28.0,-76.0,-17.0,5.0,0.0
143,28.0,-76.0,-17.0,5.0,0.0
144,28.0,-76.0,-17.0,6.0,0.0
145,28.0,-75.0,-17.0,6.0,0.0
146,29.0,-75.0,-17.0,6.0,0.0
147,29.0,-75.0,-17.0,6.0,0.0
148,29.0,-75.0,-17.0,6.0,0.0
149,30.0,-74.0,-16.0,6.0,0.0
150,30.0,-74.0,-16.0,6.0,0.0
151,30.0,-74.0,-16.0,6.0,0.0
152,30.0,-74.0,-16.0,6.0,0.0
153,30.0,-74.0,-16.0,6.0,0.0
154,30.0,-75.0,-16.0,6.0,0.0
155,30.0,-75.0,-17.0,7.0,0.0
156,30.0,-75.0,-16.0,7.0,0.0
157,30.0,-75.0,-16.0,7.0,0.0
158,30.0,-75.0,-16.0,7.0,0.0
159,30.0,-75.0,-16.0,7.0,0.0
160,31.0,-75.0,-16.0,7.0,0.0
161,31.0,-75.0,-17.0,7.0,0.0
162,31.0,-75.0,-17.0,7.0,0.0
163,31.0,-75.0,-17.0,8.0,0.0
164,31.0,-75.0,-17.0,8.0,0.0
165,32.0,-75.0,-17.0,7.0,0.0
166,32.0,-75.0,-17.0,7.0,0.0
167,32.0,-74.0,-17.0,7.0,0.0
168,33.0,-74.0,-17.0,7.0,0.0
169,33.0,-74.0,-17.0,6.0,0.0
170,34.0,-74.0,-17.0,5.0,0.0
171,35.0,-74.0,-17.0,4.0,0.0
172,36.0,-73.0,-17.0,4.0,0.0
173,36.0,-73.0,-17.0,4.0,0.0
174,36.0,-73.0,-17.0,4.0,0.0
175,36.0,-74.0,-17.0,4.0,0.0
176,36.0,-74.0,-17.0,4.0,0.0
177,36.0,-73.0,-17.0,4.0,0.0
178,37.0,-73.0,-17.0,3.0,0.0
179,37.0,-73.0,-17.0,3.0,0.0
180,38.0,-72.0,-17.0,4.0,0.0
181,38.0,-73.0,-17.0,4.0,0.0
182,38.0,-73.0,-17.0,4.0,0.0
183,38.0,-72.0,-17.0,4.0,0.0
184,38.0,-72.0,-18.0,4.0,0.0
185,38.0,-72.0,-18.0,5.0,0.0
186,39.0,-72.0,-18.0,5.0,0.0
187,39.0,-72.0,-18.0,5.0,0.0
188,39.0,-72.0,-18.0,5.0,0.0
189,39.0,-72.0,-19.0,5.0,0.0
190,39.0,-72.0,-19.0,5.0,0.0
191,39.0,-72.0,-19.0,5.0,0.0
192,39.0,-72.0,-19.0,5.0,0.0
193,40.0,-71.0,-19.0,5.0,0.0
194,40.0,-72.0,-19.0,5.0,0.0
195,40.0,-71.0,-19.0,5.0,0.0
196,40.0,-71.0,-19.0,5.0,0.0
197,40.0,-71.0,-19.0,5.0,0.0
198,40.0,-71.0,-19.0,5.0,0.0
199,40.0,-71.0,-19.0,5.0,0.0
200,41.0,-71.0,-19.0,5.0,0.0
201,41.0,-71.0,-20.0,5.0,0.0
202,41.0,-71.0,-19.0,5.0,0.0
203,41.0,-71.0,-20.0,5.0,0.0
204,41.0,-71.0,-20.0,5.0,0.0
205,41.0,-71.0,-19.0,5.0,0.0
206,41.0,-70.0,-19.0,5.0,0.0
207,41.0,-70.0,-19.0,5.0,0.0
208,42.0,-70.0,-20.0,6.0,0.0
209,42.0,-70.0,-20.0,7.0,0.0
210,41.0,-70.0,-21.0,7.0,0.0
211,40.0,-71.0,-21.0,9.0,0.0
212,38.0,-71.0,-22.0,11.0,0.0
213,36.0,-73.0,-23.0,13.0,0.0
214,34.0,-75.0,-23.0,15.0,0.0
215,31.0,-77.0,-23.0,16.0,0.0
216,29.0,-79.0,-23.0,18.0,0.0
217,26.0,-81.0,-22.0,19.0,0.0
218,24.0,-83.0,-21.0,19.0,0.0
219,22.0,-84.0,-20.0,18.0,0.0
220,20.0,-85.0,-19.0,17.0,0.0
221,18.0,-85.0,-18.0,16.0,0.0
222,19.0,-83.0,-18.0,15.0,0.0
223,20.0,-81.0,-18.0,15.0,0.0
224,21.0,-80.0,-18.0,14.0,0.0
225,22.0,-79.0,-18.0,13.0,0.0
226,22.0,-79.0,-17.0,12.0,0.0
227,22.0,-79.0,-17.0,12.0,0.0
228,22.0,-78.0,-17.0,12.0,0.0
229,22.0,-78.0,-17.0,12.0,0.0
230,22.0,-78.0,-16.0,11.0,0.0
231,22.0,-78.0,-16.0,10.0,0.0
232,22.0,-78.0,-15.0,10.0,0.0
233,22.0,-78.0,-15.0,9.0,0.0
234,21.0,-78.0,-15.0,9.0,0.0
235,20.0,-79.0,-14.0,9.0,0.0
236,20.0,-79.0,-14.0,9.0,0.0
237,19.0,-79.0,-14.0,8.0,0.0
238,19.0,-79.0,-13.0,8.0,0.0
239,18.0,-79.0,-13.0,8.0,0.0
240,17.0,-79.0,-12.0,7.0,0.0
241,16.0,-79.0,-12.0,7.0,0.0
242,15.0,-79.0,-12.0,7.0,0.0
243,15.0,-79.0,-12.0,6.0,0.0
244,14.0,-79.0,-11.0,6.0,0.0
245,13.0,-78.0,-11.0,6.0,0.0
246,12.0,-78.0,-10.0,6.0,0.0
247,12.0,-78.0,-10.0,5.0,0.0
248,12.0,-76.0,-10.0,5.0,0.0
249,13.0,-74.0,-11.0,5.0,0.0
250,14.0,-72.0,-12.0,5.0,0.0
251,16.0,-70.0,-12.0,5.0,0.0
252,16.0,-70.0,-13.0,5.0,0.0
253,17.0,-69.0,-13.0,4.0,0.0
254,17.0,-70.0,-13.0,4.0,0.0
255,17.0,-70.0,-13.0,4.0,0.0
256,16.0,-71.0,-12.0,5.0,0.0
257,15.0,-72.0,-12.0,6.0,0.0
258,13.0,-73.0,-11.0,6.0,0.0
259,12.0,-74.0,-11.0,6.0,0.0
260,10.0,-75.0,-10.0,6.0,0.0
261,9.0,-75.0,-9.0,5.0,0.0
262,8.0,-75.0,-8.0,5.0,0.0
263,7.0,-75.0,-8.0,5.0,0.0
264,6.0,-74.0,-8.0,4.0,0.0
265,5.0,-74.0,-7.0,4.0,0.0
266,4.0,-73.0,-7.0,4.0,0.0
267,4.0,-73.0,-7.0,3.0,0.0
268,3.0,-72.0,-6.0,3.0,0.0
269,3.0,-71.0,-6.0,3.0,0.0
270,3.0,-70.0,-6.0,3.0,0.0
271,2.0,-69.0,-6.0,2.0,0.0
272,2.0,-69.0,-5.0,2.0,0.0
273,2.0,-68.0,-5.0,2.0,0.0
274,1.0,-67.0,-5.0,2.0,0.0
275,1.0,-66.0,-5.0,2.0,0.0
276,1.0,-66.0,-5.0,2.0,0.0
277,0.0,-65.0,-4.0,2.0,0.0
278,0.0,-64.0,-4.0,1.0,0.0
279,0.0,-64.0,-4.0,1.0,0.0
280,0.0,-63.0,-4.0,1.0,0.0
281,-1.0,-62.0,-4.0,1.0,0.0
282,-1.0,-61.0,-4.0,1.0,0.0
283,-1.0,-61.0,-3.0,1.0,0.0
284,-1.0,-60.0,-3.0,1.0,0.0
285,-1.0,-60.0,-3.0,1.0,0.0
286,-1.0,-58.0,-3.0,1.0,0.0
287,0.0,-56.0,-4.0,1.0,0.0
288,3.0,-53.0,-6.0,2.0,0.0
289,7.0,-49.0,-8.0,3.0,0.0
290,10.0,-47.0,-10.0,3.0,0.0
291,13.0,-44.0,-12.0,4.0,0.0
292,16.0,-42.0,-13.0,3.0,0.0
293,20.0,-40.0,-14.0,3.0,0.0
294,23.0,-38.0,-15.0,2.0,0.0
295,26.0,-37.0,-15.0,0.0,0.0
296,29.0,-36.0,-15.0,-2.0,0.0
297,33.0,-34.0,-14.0,-4.0,0.0
298,36.0,-33.0,-14.0,-6.0,0.0
299,38.0,-32.0,-13.0,-8.0,0.0
300,41.0,-31.0,-13.0,-10.0,0.0
301,42.0,-29.0,-14.0,-11.0,0.0
302,43.0,-29.0,-14.0,-11.0,0.0
303,43.0,-29.0,-15.0,-11.0,0.0
304,42.0,-30.0,-16.0,-12.0,0.0
305,43.0,-31.0,-16.0,-13.0,0.0
306,40.0,-31.0,-13.0,-16.0,0.0
307,38.0,-32.0,-15.0,-19.0,0.0
308,35.0,-31.0,-20.0,-22.0,0.0
309,33.0,-32.0,-26.0,-23.0,0.0
310,30.0,-33.0,-33.0,-22.0,0.0
311,30.0,-32.0,-38.0,-23.0,0.0
312,34.0,-30.0,-41.0,-23.0,0.0
313,40.0,-26.0,-44.0,-24.0,0.0
314,43.0,-27.0,-47.0,-29.0,0.0
315,46.0,-29.0,-45.0,-34.0,0.0
316,44.0,-28.0,-39.0,-34.0,0.0
317,41.0,-29.0,-32.0,-33.0,0.0
318,39.0,-30.0,-28.0,-31.0,0.0
319,41.0,-29.0,-29.0,-33.0,0.0
320,40.0,-29.0,-31.0,-33.0,0.0
321,37.0,-30.0,-34.0,-32.0,0.0
322,37.0,-30.0,-35.0,-32.0,0.0
323,36.0,-29.0,-36.0,-32.0,0.0
324,36.0,-30.0,-37.0,-32.0,0.0
325,36.0,-29.0,-37.0,-31.0,0.0
326,35.0,-31.0,-37.0,-31.0,0.0
327,35.0,-31.0,-38.0,-32.0,0.0
328,35.0,-32.0,-40.0,-32.0,0.0
329,35.0,-32.0,-41.0,-32.0,0.0
330,34.0,-33.0,-42.0,-32.0,0.0
331,33.0,-33.0,-43.0,-32.0,0.0
332,34.0,-34.0,-44.0,-32.0,0.0
333,34.0,-34.0,-45.0,-32.0,0.0
334,33.0,-35.0,-46.0,-32.0,0.0
335,33.0,-35.0,-46.0,-31.0,0.0
336,32.0,-35.0,-47.0,-31.0,0.0
337,32.0,-35.0,-48.0,-31.0,0.0
338,31.0,-36.0,-48.0,-31.0,0.0
339,31.0,-36.0,-49.0,-31.0,0.0
340,30.0,-37.0,-49.0,-31.0,0.0
341,30.0,-37.0,-50.0,-31.0,0.0
342,30.0,-37.0,-51.0,-31.0,0.0
343,29.0,-38.0,-51.0,-31.0,0.0
344,29.0,-38.0,-52.0,-31.0,0.0
345,29.0,-39.0,-52.0,-31.0,0.0
346,28.0,-39.0,-53.0,-31.0,0.0
347,27.0,-40.0,-54.0,-30.0,0.0
348,27.0,-40.0,-54.0,-30.0,0.0
349,27.0,-41.0,-55.0,-30.0,0.0
350,27.0,-41.0,-54.0,-30.0,0.0
351,29.0,-41.0,-52.0,-30.0,0.0
352,28.0,-41.0,-53.0,-30.0,0.0
353,27.0,-42.0,-53.0,-30.0,0.0
354,27.0,-42.0,-54.0,-30.0,0.0
355,26.0,-42.0,-54.0,-30.0,0.0
356,26.0,-42.0,-55.0,-30.0,0.0
357,26.0,-42.0,-55.0,-30.0,0.0
358,25.0,-42.0,-55.0,-30.0,0.0
359,25.0,-42.0,-56.0,-30.0,0.0
360,24.0,-42.0,-56.0,-30.0,0.0
361,24.0,-43.0,-57.0,-30.0,0.0
362,24.0,-43.0,-57.0,-30.0,0.0
363,24.0,-43.0,-57.0,-30.0,0.0
364,23.0,-43.0,-58.0,-30.0,0.0
365,23.0,-43.0,-58.0,-30.0,0.0
366,23.0,-43.0,-58.0,-30.0,0.0
367,23.0,-43.0,-58.0,-30.0,0.0
368,23.0,-43.0,-59.0,-30.0,0.0
369,23.0,-43.0,-59.0,-30.0,0.0
370,22.0,-43.0,-59.0,-30.0,0.0
371,22.0,-43.0,-59.0,-30.0,0.0
372,22.0,-43.0,-59.0,-30.0,0.0
373,22.0,-44.0,-59.0,-30.0,0.0
374,22.0,-44.0,-60.0,-30.0,0.0
375,22.0,-44.0,-60.0,-30.0,0.0
376,22.0,-44.0,-60.0,-30.0,0.0
377,22.0,-44.0,-60.0,-30.0,0.0
378,22.0,-44.0,-60.0,-30.0,0.0
379,22.0,-44.0,-60.0,-30.0,0.0
380,21.0,-44.0,-60.0,-30.0,0.0
381,21.0,-44.0,-61.0,-30.0,0.0
382,21.0,-44.0,-61.0,-30.0,0.0
383,21.0,-44.0,-61.0,-30.0,0.0
384,21.0,-44.0,-61.0,-30.0,0.0
385,21.0,-44.0,-61.0,-30.0,0.0
386,21.0,-44.0,-61.0,-30.0,0.0
387,21.0,-44.0,-61.0,-30.0,0.0
388,21.0,-44.0,-61.0,-30.0,0.0
389,21.0,-44.0,-61.0,-30.0,0.0
390,21.0,-44.0,-61.0,-30.0,0.0
391,21.0,-44.0,-61.0,-30.0,0.0
392,21.0,-45.0,-61.0,-30.0,0.0
393,21.0,-45.0,-62.0,-30.0,0.0
394,21.0,-45.0,-62.0,-30.0,0.0
395,21.0,-45.0,-62.0,-30.0,0.0
396,21.0,-45.0,-62.0,-30.0,0.0
397,20.0,-45.0,-62.0,-30.0,0.0
398,20.0,-45.0,-62.0,-30.0,0.0
399,20.0,-45.0,-62.0,-30.0,0.0
400,20.0,-45.0,-62.0,-30.0,0.0
401,20.0,-45.0,-62.0,-30.0,0.0
402,20.0,-45.0,-62.0,-30.0,0.0
403,20.0,-45.0,-62.0,-30.0,0.0
404,20.0,-45.0,-62.0,-30.0,0.0
405,20.0,-45.0,-62.0,-30.0,0.0
406,20.0,-45.0,-62.0,-30.0,0.0
407,20.0,-45.0,-62.0,-30.0,0.0
408,20.0,-45.0,-62.0,-30.0,0.0
409,20.0,-45.0,-62.0,-30.0,0.0
410,20.0,-45.0,-62.0,-30.0,0.0
411,20.0,-45.0,-62.0,-30.0,0.0
412,20.0,-45.0,-62.0,-30.0,0.0
413,20.0,-45.0,-62.0,-30.0,0.0
414,20.0,-45.0,-62.0,-30.0,0.0
415,20.0,-45.0,-63.0,-30.0,0.0
416,20.0,-45.0,-63.0,-30.0,0.0
417,20.0,-45.0,-63.0,-30.0,0.0
418,20.0,-45.0,-63.0,-30.0,0.0
419,20.0,-45.0,-63.0,-30.0,0.0
420,20.0,-45.0,-63.0,-29.0,0.0
421,20.0,-45.0,-63.0,-29.0,0.0
422,20.0,-45.0,-63.0,-29.0,0.0
423,20.0,-45.0,-63.0,-29.0,0.0
424,20.0,-45.0,-63.0,-29.0,0.0
425,20.0,-45.0,-63.0,-29.0,0.0
426,20.0,-45.0,-63.0,-29.0,0.0
427,20.0,-45.0,-63.0,-29.0,0.0
428,20.0,-45.0,-63.0,-29.0,0.0
429,20.0,-45.0,-63.0,-29.0,0.0
430,20.0,-45.0,-63.0,-29.0,0.0
431,20.0,-45.0,-63.0,-29.0,0.0
432,20.0,-45.0,-63.0,-29.0,0.0
433,20.0,-45.0,-63.0,-29.0,0.0
434,20.0,-45.0,-63.0,-29.0,0.0
435,20.0,-45.0,-63.0,-29.0,0.0
436,20.0,-45.0,-63.0,-29.0,0.0
437,20.0,-45.0,-63.0,-29.0,0.0
438,20.0,-45.0,-63.0,-29.0,0.0
439,20.0,-45.0,-63.0,-29.0,0.0
440,20.0,-45.0,-63.0,-29.0,0.0
441,20.0,-45.0,-63.0,-29.0,0.0
442,20.0,-45.0,-63.0,-29.0,0.0
443,20.0,-45.0,-63.0,-29.0,0.0
444,20.0,-45.0,-63.0,-29.0,0.0
445,20.0,-45.0,-63.0,-29.0,0.0
446,20.0,-45.0,-63.0,-29.0,0.0
447,20.0,-45.0,-63.0,-29.0,0.0
448,20.0,-45.0,-63.0,-29.0,0.0
449,20.0,-45.0,-63.0,-29.0,0.0
450,20.0,-45.0,-63.0,-29.0,0.0
451,20.0,-46.0,-63.0,-29.0,0.0
452,20.0,-45.0,-63.0,-29.0,0.0
453,20.0,-46.0,-63.0,-29.0,0.0
454,20.0,-46.0,-63.0,-29.0,0.0
455,20.0,-46.0,-63.0,-29.0,0.0
456,20.0,-46.0,-63.0,-29.0,0.0
457,20.0,-46.0,-63.0,-29.0,0.0
458,20.0,-46.0,-63.0,-29.0,0.0
459,20.0,-46.0,-63.0,-29.0,0.0
460,20.0,-46.0,-63.0,-29.0,0.0
461,20.0,-46.0,-63.0,-29.0,0.0
462,20.0,-46.0,-63.0,-29.0,0.0
463,20.0,-46.0,-63.0,-29.0,0.0
464,20.0,-46.0,-63.0,-29.0,0.0
465,20.0,-46.0,-63.0,-29.0,0.0
466,20.0,-46.0,-63.0,-29.0,0.0
467,20.0,-46.0,-63.0,-29.0,0.0
468,20.0,-46.0,-63.0,-29.0,0.0
469,20.0,-46.0,-63.0,-29.0,0.0
470,20.0,-46.0,-63.0,-29.0,0.0
471,20.0,-46.0,-63.0,-29.0,0.0
472,20.0,-46.0,-63.0,-29.0,0.0
473,20.0,-46.0,-63.0,-29.0,0.0
474,20.0,-46.0,-63.0,-29.0,0.0
475,20.0,-46.0,-63.0,-29.0,0.0
476,20.0,-46.0,-63.0,-29.0,0.0
477,20.0,-46.0,-63.0,-29.0,0.0
478,20.0,-46.0,-63.0,-29.0,0.0
479,20.0,-46.0,-63.0,-29.0,0.0
480,20.0,-46.0,-63.0,-29.0,0.0
481,20.0,-46.0,-63.0,-29.0,0.0
482,20.0,-46.0,-63.0,-29.0,0.0
483,20.0,-46.0,-63.0,-29.0,0.0
484,20.0,-46.0,-63.0,-29.0,0.0
485,20.0,-46.0,-63.0,-29.0,0.0
486,20.0,-46.0,-63.0,-29.0,0.0
487,20.0,-46.0,-63.0,-29.0,0.0
488,20.0,-46.0,-63.0,-29.0,0.0
489,20.0,-46.0,-63.0,-29.0,0.0
490,20.0,-46.0,-63.0,-29.0,0.0
491,20.0,-46.0,-63.0,-29.0,0.0
492,20.0,-46.0,-63.0,-29.0,0.0
493,20.0,-46.0,-63.0,-29.0,0.0
494,20.0,-45.0,-63.0,-29.0,0.0
495,20.0,-45.0,-63.0,-29.0,0.0
496,20.0,-46.0,-63.0,-29.0,0.0
497,20.0,-46.0,-63.0,-29.0,0.0
498,20.0,-46.0,-63.0,-29.0,0.0
499,20.0,-46.0,-63.0,-29.0,0.0
500,20.0,-46.0,-63.0,-29.0,0.0
501,20.0,-46.0,-63.0,-29.0,0.0
502,20.0,-46.0,-63.0,-29.0,0.0
503,20.0,-46.0,-63.0,-29.0,0.0
504,20.0,-46.0,-63.0,-29.0,0.0
505,20.0,-46.0,-63.0,-29.0,0.0
506,20.0,-46.0,-63.0,-29.0,0.0
507,20.0,-46.0,-63.0,-29.0,0.0
508,20.0,-46.0,-63.0,-29.0,0.0
509,20.0,-46.0,-63.0,-29.0,0.0
510,20.0,-46.0,-63.0,-29.0,0.0
511,20.0,-46.0,-63.0,-29.0,0.0
512,20.0,-46.0,-63.0,-29.0,0.0
513,20.0,-46.0,-63.0,-29.0,0.0
514,20.0,-46.0,-63.0,-29.0,0.0
515,20.0,-46.0,-63.0,-29.0,0.0
516,20.0,-46.0,-63.0,-29.0,0.0
517,20.0,-46.0,-63.0,-29.0,0.0
518,20.0,-46.0,-63.0,-29.0,0.0
519,20.0,-46.0,-63.0,-29.0,0.0
520,20.0,-46.0,-63.0,-29.0,0.0
521,20.0,-46.0,-63.0,-29.0,0.0
522,20.0,-46.0,-63.0,-29.0,0.0
523,20.0,-46.0,-63.0,-29.0,0.0
524,20.0,-46.0,-63.0,-29.0,0.0
525,20.0,-46.0,-63.0,-29.0,0.0
526,20.0,-46.0,-63.0,-29.0,0.0
527,20.0,-46.0,-63.0,-29.0,0.0
528,20.0,-46.0,-63.0,-29.0,0.0
529,20.0,-46.0,-63.0,-29.0,0.0
530,20.0,-46.0,-63.0,-29.0,0.0
531,20.0,-46.0,-63.0,-29.0,0.0
532,20.0,-46.0,-63.0,-29.0,0.0
533,20.0,-46.0,-63.0,-29.0,0.0
534,20.0,-46.0,-63.0,-29.0,0.0
535,20.0,-46.0,-63.0,-29.0,0.0
536,20.0,-46.0,-63.0,-29.0,0.0
537,20.0,-46.0,-63.0,-29.0,0.0
538,20.0,-46.0,-63.0,-29.0,0.0
539,20.0,-46.0,-63.0,-29.0,0.0
540,20.0,-46.0,-63.0,-29.0,0.0
541,20.0,-46.0,-63.0,-29.0,0.0
542,20.0,-46.0,-63.0,-29.0,0.0
543,20.0,-46.0,-63.0,-29.0,0.0
544,20.0,-46.0,-63.0,-29.0,0.0
545,20.0,-46.0,-63.0,-29.0,0.0
546,20.0,-46.0,-63.0,-29.0,0.0
547,20.0,-46.0,-63.0,-29.0,0.0
548,20.0,-46.0,-63.0,-29.0,0.0
549,20.0,-46.0,-63.0,-29.0,0.0
550,20.0,-46.0,-63.0,-29.0,0.0
551,20.0,-46.0,-63.0,-29.0,0.0
552,20.0,-46.0,-63.0,-29.0,0.0
553,20.0,-46.0,-63.0,-29.0,0.0
554,20.0,-46.0,-63.0,-29.0,0.0
555,20.0,-46.0,-63.0,-29.0,0.0
556,20.0,-46.0,-63.0,-29.0,0.0
557,20.0,-46.0,-63.0,-29.0,0.0
558,20.0,-46.0,-63.0,-29.0,0.0
559,20.0,-46.0,-63.0,-29.0,0.0
560,20.0,-46.0,-63.0,-29.0,0.0
561,20.0,-46.0,-63.0,-29.0,0.0
562,20.0,-46.0,-63.0,-29.0,0.0
563,20.0,-46.0,-63.0,-29.0,0.0
564,20.0,-46.0,-63.0,-29.0,0.0
565,20.0,-46.0,-63.0,-29.0,0.0
